,,,Resultant Columns to be filled with web scraping,,,,,,
CHEMBL4691,Proteinase activated receptor 4,Q96RI0,909,,,,,,
CHEMBL4691,Proteinase activated receptor 4,Q96RI0,909,CHEMBL3728503,,,,,
CHEMBL4691,Proteinase activated receptor 4,Q96RI0,909,CHEMBL3732453,,,,,
CHEMBL4691,Proteinase activated receptor 4,Q96RI0,909,CHEMBL3728013,,,,,
CHEMBL4691,Proteinase activated receptor 4,Q96RI0,909,CHEMBL3731102,,,,,
CHEMBL4691,Proteinase activated receptor 4,Q96RI0,909,CHEMBL3732437,,,,,
CHEMBL4691,Proteinase activated receptor 4,Q96RI0,909,CHEMBL3731210,,,,,
CHEMBL4691,Proteinase activated receptor 4,Q96RI0,909,CHEMBL3732564,,,,,
CHEMBL4691,Proteinase activated receptor 4,Q96RI0,909,CHEMBL3731275,,,,,
CHEMBL4691,Proteinase activated receptor 4,Q96RI0,909,CHEMBL3730124,,,,,
CHEMBL4691,Proteinase activated receptor 4,Q96RI0,909,CHEMBL3716950,,,,,
CHEMBL4691,Proteinase activated receptor 4,Q96RI0,909,CHEMBL3727848,,,,,
CHEMBL4691,Proteinase activated receptor 4,Q96RI0,909,CHEMBL3732750,,,,,
CHEMBL4691,Proteinase activated receptor 4,Q96RI0,909,CHEMBL3727965,,,,,
CHEMBL4691,Proteinase activated receptor 4,Q96RI0,909,CHEMBL3732953,,,,,
CHEMBL4691,Proteinase activated receptor 4,Q96RI0,909,CHEMBL3728073,,,,,
CHEMBL4691,Proteinase activated receptor 4,Q96RI0,909,CHEMBL3716332,,,,,
CHEMBL4691,Proteinase activated receptor 4,Q96RI0,909,CHEMBL3727707,,,,,
CHEMBL4691,Proteinase activated receptor 4,Q96RI0,909,CHEMBL3730914,,,,,
CHEMBL4691,Proteinase activated receptor 4,Q96RI0,909,CHEMBL3731815,,,,,
CHEMBL4691,Proteinase activated receptor 4,Q96RI0,909,CHEMBL3732170,,,,,
CHEMBL4691,Proteinase activated receptor 4,Q96RI0,909,CHEMBL3730129,,,,,
CHEMBL4691,Proteinase activated receptor 4,Q96RI0,909,CHEMBL493982,,,,,
CHEMBL1995,Prostanoid IP receptor,P43119,901,,,,,,
CHEMBL1995,Prostanoid IP receptor,P43119,901,CHEMBL11746,,,,,
CHEMBL1995,Prostanoid IP receptor,P43119,901,CHEMBL335051,,,,,
CHEMBL1995,Prostanoid IP receptor,P43119,901,CHEMBL212943,,,,,
CHEMBL1995,Prostanoid IP receptor,P43119,901,CHEMBL140819,,,,,
CHEMBL1995,Prostanoid IP receptor,P43119,901,CHEMBL405770,,,,,
CHEMBL1995,Prostanoid IP receptor,P43119,901,CHEMBL3922000,,,,,
CHEMBL1995,Prostanoid IP receptor,P43119,901,CHEMBL116837,,,,,
CHEMBL1995,Prostanoid IP receptor,P43119,901,CHEMBL312697,,,,,
CHEMBL1995,Prostanoid IP receptor,P43119,901,CHEMBL434173,,,,,
CHEMBL1995,Prostanoid IP receptor,P43119,901,CHEMBL556849,,,,,
CHEMBL1995,Prostanoid IP receptor,P43119,901,CHEMBL564845,,,,,
CHEMBL1995,Prostanoid IP receptor,P43119,901,CHEMBL134546,,,,,
CHEMBL1995,Prostanoid IP receptor,P43119,901,CHEMBL3947427,,,,,
CHEMBL1995,Prostanoid IP receptor,P43119,901,CHEMBL560993,,,,,
CHEMBL1995,Prostanoid IP receptor,P43119,901,CHEMBL2442750,,,,,
CHEMBL1995,Prostanoid IP receptor,P43119,901,CHEMBL815,,,,,
CHEMBL1995,Prostanoid IP receptor,P43119,901,CHEMBL6,,,,,
CHEMBL3785,Hydroxycarboxylic acid receptor 2,Q8TDS4,875,,,,,,
CHEMBL3785,Hydroxycarboxylic acid receptor 2,Q8TDS4,875,CHEMBL1770174,,,,,
CHEMBL3785,Hydroxycarboxylic acid receptor 2,Q8TDS4,875,CHEMBL1770177,,,,,
CHEMBL3785,Hydroxycarboxylic acid receptor 2,Q8TDS4,875,CHEMBL1770179,,,,,
CHEMBL3785,Hydroxycarboxylic acid receptor 2,Q8TDS4,875,CHEMBL1770172,,,,,
CHEMBL3785,Hydroxycarboxylic acid receptor 2,Q8TDS4,875,CHEMBL3589836,,,,,
CHEMBL3785,Hydroxycarboxylic acid receptor 2,Q8TDS4,875,CHEMBL391603,,,,,
CHEMBL3785,Hydroxycarboxylic acid receptor 2,Q8TDS4,875,CHEMBL3589793,,,,,
CHEMBL3785,Hydroxycarboxylic acid receptor 2,Q8TDS4,875,CHEMBL1086030,,,,,
CHEMBL3785,Hydroxycarboxylic acid receptor 2,Q8TDS4,875,CHEMBL3589837,,,,,
CHEMBL3785,Hydroxycarboxylic acid receptor 2,Q8TDS4,875,CHEMBL1085401,,,,,
CHEMBL3785,Hydroxycarboxylic acid receptor 2,Q8TDS4,875,CHEMBL1770354,,,,,
CHEMBL3785,Hydroxycarboxylic acid receptor 2,Q8TDS4,875,CHEMBL520676,,,,,
CHEMBL3785,Hydroxycarboxylic acid receptor 2,Q8TDS4,875,CHEMBL1208925,,,,,
CHEMBL3785,Hydroxycarboxylic acid receptor 2,Q8TDS4,875,CHEMBL1083473,,,,,
CHEMBL3785,Hydroxycarboxylic acid receptor 2,Q8TDS4,875,CHEMBL1237148,,,,,
CHEMBL3785,Hydroxycarboxylic acid receptor 2,Q8TDS4,875,CHEMBL235741,,,,,
CHEMBL3785,Hydroxycarboxylic acid receptor 2,Q8TDS4,875,CHEMBL236163,,,,,
CHEMBL3785,Hydroxycarboxylic acid receptor 2,Q8TDS4,875,CHEMBL1085289,,,,,
CHEMBL3785,Hydroxycarboxylic acid receptor 2,Q8TDS4,875,CHEMBL482768,,,,,
CHEMBL3785,Hydroxycarboxylic acid receptor 2,Q8TDS4,875,CHEMBL145,,,,,
CHEMBL2094257,Adenosine A2 receptor,P29275|P29274,875,,,,,,
CHEMBL2094257,Adenosine A2 receptor,P29275|P29274,875,CHEMBL3819313,,,,,
CHEMBL2094257,Adenosine A2 receptor,P29275|P29274,875,CHEMBL2094082,,,,,
CHEMBL2094257,Adenosine A2 receptor,P29275|P29274,875,CHEMBL605867,,,,,
CHEMBL2094257,Adenosine A2 receptor,P29275|P29274,875,CHEMBL64108,,,,,
CHEMBL2094257,Adenosine A2 receptor,P29275|P29274,875,CHEMBL287529,,,,,
CHEMBL2094257,Adenosine A2 receptor,P29275|P29274,875,CHEMBL32229,,,,,
CHEMBL2094257,Adenosine A2 receptor,P29275|P29274,875,CHEMBL431703,,,,,
CHEMBL2094257,Adenosine A2 receptor,P29275|P29274,875,CHEMBL32481,,,,,
CHEMBL2094257,Adenosine A2 receptor,P29275|P29274,875,CHEMBL408186,,,,,
CHEMBL2094257,Adenosine A2 receptor,P29275|P29274,875,CHEMBL32591,,,,,
CHEMBL2094257,Adenosine A2 receptor,P29275|P29274,875,CHEMBL284615,,,,,
CHEMBL2094257,Adenosine A2 receptor,P29275|P29274,875,CHEMBL335950,,,,,
CHEMBL2094257,Adenosine A2 receptor,P29275|P29274,875,CHEMBL420705,,,,,
CHEMBL2094257,Adenosine A2 receptor,P29275|P29274,875,CHEMBL519809,,,,,
CHEMBL2094257,Adenosine A2 receptor,P29275|P29274,875,CHEMBL418333,,,,,
CHEMBL2094257,Adenosine A2 receptor,P29275|P29274,875,CHEMBL275084,,,,,
CHEMBL2094257,Adenosine A2 receptor,P29275|P29274,875,CHEMBL139000,,,,,
CHEMBL3426,Serotonin 5a (5-HT5a) receptor,P47898,844,,,,,,
CHEMBL3426,Serotonin 5a (5-HT5a) receptor,P47898,844,CHEMBL318571,,,,,
CHEMBL3426,Serotonin 5a (5-HT5a) receptor,P47898,844,CHEMBL319223,,,,,
CHEMBL3426,Serotonin 5a (5-HT5a) receptor,P47898,844,CHEMBL320412,,,,,
CHEMBL3426,Serotonin 5a (5-HT5a) receptor,P47898,844,CHEMBL102586,,,,,
CHEMBL3426,Serotonin 5a (5-HT5a) receptor,P47898,844,CHEMBL102548,,,,,
CHEMBL3426,Serotonin 5a (5-HT5a) receptor,P47898,844,CHEMBL3771331,,,,,
CHEMBL3426,Serotonin 5a (5-HT5a) receptor,P47898,844,CHEMBL519809,,,,,
CHEMBL3426,Serotonin 5a (5-HT5a) receptor,P47898,844,CHEMBL1278088,,,,,
CHEMBL3426,Serotonin 5a (5-HT5a) receptor,P47898,844,CHEMBL1189234,,,,,
CHEMBL3426,Serotonin 5a (5-HT5a) receptor,P47898,844,CHEMBL1210154,,,,,
CHEMBL3426,Serotonin 5a (5-HT5a) receptor,P47898,844,CHEMBL479383,,,,,
CHEMBL3426,Serotonin 5a (5-HT5a) receptor,P47898,844,CHEMBL1807053,,,,,
CHEMBL3426,Serotonin 5a (5-HT5a) receptor,P47898,844,CHEMBL56,,,,,
CHEMBL3426,Serotonin 5a (5-HT5a) receptor,P47898,844,CHEMBL3613642,,,,,
CHEMBL3426,Serotonin 5a (5-HT5a) receptor,P47898,844,CHEMBL267014,,,,,
CHEMBL3426,Serotonin 5a (5-HT5a) receptor,P47898,844,CHEMBL267930,,,,,
CHEMBL3426,Serotonin 5a (5-HT5a) receptor,P47898,844,CHEMBL39,,,,,
CHEMBL3426,Serotonin 5a (5-HT5a) receptor,P47898,844,CHEMBL128,,,,,
CHEMBL3426,Serotonin 5a (5-HT5a) receptor,P47898,844,CHEMBL716,,,,,
CHEMBL3426,Serotonin 5a (5-HT5a) receptor,P47898,844,CHEMBL715,,,,,
CHEMBL3426,Serotonin 5a (5-HT5a) receptor,P47898,844,CHEMBL19215,,,,,
CHEMBL3426,Serotonin 5a (5-HT5a) receptor,P47898,844,CHEMBL269538,,,,,
CHEMBL3426,Serotonin 5a (5-HT5a) receptor,P47898,844,CHEMBL42,,,,,
CHEMBL3426,Serotonin 5a (5-HT5a) receptor,P47898,844,CHEMBL1336,,,,,
CHEMBL2094254,Cysteinyl leukotriene receptor,Q9Y271|Q9NS75,825,,,,,,
CHEMBL2094254,Cysteinyl leukotriene receptor,Q9Y271|Q9NS75,825,CHEMBL173495,,,,,
CHEMBL2094254,Cysteinyl leukotriene receptor,Q9Y271|Q9NS75,825,CHEMBL355462,,,,,
CHEMBL2094254,Cysteinyl leukotriene receptor,Q9Y271|Q9NS75,825,CHEMBL172434,,,,,
CHEMBL2094254,Cysteinyl leukotriene receptor,Q9Y271|Q9NS75,825,CHEMBL311277,,,,,
CHEMBL2094254,Cysteinyl leukotriene receptor,Q9Y271|Q9NS75,825,CHEMBL128010,,,,,
CHEMBL2094254,Cysteinyl leukotriene receptor,Q9Y271|Q9NS75,825,CHEMBL169848,,,,,
CHEMBL2094254,Cysteinyl leukotriene receptor,Q9Y271|Q9NS75,825,CHEMBL354189,,,,,
CHEMBL2094254,Cysteinyl leukotriene receptor,Q9Y271|Q9NS75,825,CHEMBL354274,,,,,
CHEMBL2094254,Cysteinyl leukotriene receptor,Q9Y271|Q9NS75,825,CHEMBL174175,,,,,
CHEMBL2094254,Cysteinyl leukotriene receptor,Q9Y271|Q9NS75,825,CHEMBL81487,,,,,
CHEMBL2094254,Cysteinyl leukotriene receptor,Q9Y271|Q9NS75,825,CHEMBL51531,,,,,
CHEMBL2094254,Cysteinyl leukotriene receptor,Q9Y271|Q9NS75,825,CHEMBL95049,,,,,
CHEMBL2094254,Cysteinyl leukotriene receptor,Q9Y271|Q9NS75,825,CHEMBL55164,,,,,
CHEMBL2094254,Cysteinyl leukotriene receptor,Q9Y271|Q9NS75,825,CHEMBL11625,,,,,
CHEMBL2094254,Cysteinyl leukotriene receptor,Q9Y271|Q9NS75,825,CHEMBL301537,,,,,
CHEMBL2094254,Cysteinyl leukotriene receptor,Q9Y271|Q9NS75,825,CHEMBL264799,,,,,
CHEMBL2094254,Cysteinyl leukotriene receptor,Q9Y271|Q9NS75,825,CHEMBL94456,,,,,
CHEMBL2094254,Cysteinyl leukotriene receptor,Q9Y271|Q9NS75,825,CHEMBL11921,,,,,
CHEMBL2094254,Cysteinyl leukotriene receptor,Q9Y271|Q9NS75,825,CHEMBL167597,,,,,
CHEMBL2094254,Cysteinyl leukotriene receptor,Q9Y271|Q9NS75,825,CHEMBL18558,,,,,
CHEMBL2094254,Cysteinyl leukotriene receptor,Q9Y271|Q9NS75,825,CHEMBL267976,,,,,
CHEMBL2094254,Cysteinyl leukotriene receptor,Q9Y271|Q9NS75,825,CHEMBL267475,,,,,
CHEMBL2094254,Cysteinyl leukotriene receptor,Q9Y271|Q9NS75,825,CHEMBL8747,,,,,
CHEMBL1875,Serotonin 4 (5-HT4) receptor,Q13639,793,,,,,,
CHEMBL1875,Serotonin 4 (5-HT4) receptor,Q13639,793,CHEMBL3291078,,,,,
CHEMBL1875,Serotonin 4 (5-HT4) receptor,Q13639,793,CHEMBL123377,,,,,
CHEMBL1875,Serotonin 4 (5-HT4) receptor,Q13639,793,CHEMBL3759944,,,,,
CHEMBL1875,Serotonin 4 (5-HT4) receptor,Q13639,793,CHEMBL180632,,,,,
CHEMBL1875,Serotonin 4 (5-HT4) receptor,Q13639,793,CHEMBL3218881,,,,,
CHEMBL1875,Serotonin 4 (5-HT4) receptor,Q13639,793,CHEMBL3416998,,,,,
CHEMBL1875,Serotonin 4 (5-HT4) receptor,Q13639,793,CHEMBL519809,,,,,
CHEMBL1875,Serotonin 4 (5-HT4) receptor,Q13639,793,CHEMBL204449,,,,,
CHEMBL1875,Serotonin 4 (5-HT4) receptor,Q13639,793,CHEMBL39,,,,,
CHEMBL1875,Serotonin 4 (5-HT4) receptor,Q13639,793,CHEMBL1729,,,,,
CHEMBL1875,Serotonin 4 (5-HT4) receptor,Q13639,793,CHEMBL19215,,,,,
CHEMBL1875,Serotonin 4 (5-HT4) receptor,Q13639,793,CHEMBL6437,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL53204,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL1790896,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL1223232,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL510755,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL448431,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL413735,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL453938,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL406051,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL3350903,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL2374244,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL452074,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL504248,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL2372667,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL406000,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL2021559,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL3144284,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL2372712,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL374833,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL263306,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL3350881,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL505496,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL412629,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL408471,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL553655,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL455435,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL538451,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL558935,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL3122124,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL3350908,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL3350892,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL3350887,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL414544,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL409747,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL454202,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL504930,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL408611,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL1824054,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL501282,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL408825,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL386768,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL557288,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL509192,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL505888,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL413924,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL540408,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL510693,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL2111200,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL2371059,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL3350890,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL504087,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL2372699,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL505704,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL412029,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL3349666,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL410047,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL3349664,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL2369760,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL3349614,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL263587,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL438281,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL2369758,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL412859,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL407496,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL442605,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL386676,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL2011463,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL311695,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL1080586,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL282618,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL236587,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL3099716,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL3350037,,,,,
CHEMBL1853,Somatostatin receptor 4,P31391,773,CHEMBL296419,,,,,
CHEMBL4315,Purinergic receptor P2Y1,P47900,750,,,,,,
CHEMBL4315,Purinergic receptor P2Y1,P47900,750,CHEMBL390149,,,,,
CHEMBL4315,Purinergic receptor P2Y1,P47900,750,CHEMBL2172139,,,,,
CHEMBL4315,Purinergic receptor P2Y1,P47900,750,CHEMBL405500,,,,,
CHEMBL4315,Purinergic receptor P2Y1,P47900,750,CHEMBL3314308,,,,,
CHEMBL4315,Purinergic receptor P2Y1,P47900,750,CHEMBL3314305,,,,,
CHEMBL4315,Purinergic receptor P2Y1,P47900,750,CHEMBL3314314,,,,,
CHEMBL4315,Purinergic receptor P2Y1,P47900,750,CHEMBL3634183,,,,,
CHEMBL4315,Purinergic receptor P2Y1,P47900,750,CHEMBL3747385,,,,,
CHEMBL4315,Purinergic receptor P2Y1,P47900,750,CHEMBL69234,,,,,
CHEMBL4315,Purinergic receptor P2Y1,P47900,750,CHEMBL752,,,,,
CHEMBL4315,Purinergic receptor P2Y1,P47900,750,CHEMBL265502,,,,,
CHEMBL3230,Sphingosine 1-phosphate receptor Edg-6,O95977,750,,,,,,
CHEMBL3230,Sphingosine 1-phosphate receptor Edg-6,O95977,750,CHEMBL1779904,,,,,
CHEMBL3230,Sphingosine 1-phosphate receptor Edg-6,O95977,750,CHEMBL1779902,,,,,
CHEMBL3230,Sphingosine 1-phosphate receptor Edg-6,O95977,750,CHEMBL1779914,,,,,
CHEMBL3230,Sphingosine 1-phosphate receptor Edg-6,O95977,750,CHEMBL325198,,,,,
CHEMBL3230,Sphingosine 1-phosphate receptor Edg-6,O95977,750,CHEMBL118068,,,,,
CHEMBL3230,Sphingosine 1-phosphate receptor Edg-6,O95977,750,CHEMBL117031,,,,,
CHEMBL3230,Sphingosine 1-phosphate receptor Edg-6,O95977,750,CHEMBL211006,,,,,
CHEMBL3230,Sphingosine 1-phosphate receptor Edg-6,O95977,750,CHEMBL187588,,,,,
CHEMBL3230,Sphingosine 1-phosphate receptor Edg-6,O95977,750,CHEMBL186921,,,,,
CHEMBL3230,Sphingosine 1-phosphate receptor Edg-6,O95977,750,CHEMBL514302,,,,,
CHEMBL3230,Sphingosine 1-phosphate receptor Edg-6,O95977,750,CHEMBL516035,,,,,
CHEMBL3230,Sphingosine 1-phosphate receptor Edg-6,O95977,750,CHEMBL473360,,,,,
CHEMBL3230,Sphingosine 1-phosphate receptor Edg-6,O95977,750,CHEMBL224799,,,,,
CHEMBL3230,Sphingosine 1-phosphate receptor Edg-6,O95977,750,CHEMBL1779916,,,,,
CHEMBL3230,Sphingosine 1-phosphate receptor Edg-6,O95977,750,CHEMBL224853,,,,,
CHEMBL3230,Sphingosine 1-phosphate receptor Edg-6,O95977,750,CHEMBL377828,,,,,
CHEMBL3230,Sphingosine 1-phosphate receptor Edg-6,O95977,750,CHEMBL475253,,,,,
CHEMBL3230,Sphingosine 1-phosphate receptor Edg-6,O95977,750,CHEMBL196149,,,,,
CHEMBL3230,Sphingosine 1-phosphate receptor Edg-6,O95977,750,CHEMBL366181,,,,,
CHEMBL3230,Sphingosine 1-phosphate receptor Edg-6,O95977,750,CHEMBL473563,,,,,
CHEMBL3230,Sphingosine 1-phosphate receptor Edg-6,O95977,750,CHEMBL1511839,,,,,
CHEMBL3230,Sphingosine 1-phosphate receptor Edg-6,O95977,750,CHEMBL210785,,,,,
CHEMBL3230,Sphingosine 1-phosphate receptor Edg-6,O95977,750,CHEMBL208648,,,,,
CHEMBL3230,Sphingosine 1-phosphate receptor Edg-6,O95977,750,CHEMBL3401388,,,,,
CHEMBL3230,Sphingosine 1-phosphate receptor Edg-6,O95977,750,CHEMBL1916399,,,,,
CHEMBL3230,Sphingosine 1-phosphate receptor Edg-6,O95977,750,CHEMBL1916559,,,,,
CHEMBL3230,Sphingosine 1-phosphate receptor Edg-6,O95977,750,CHEMBL3358920,,,,,
CHEMBL3230,Sphingosine 1-phosphate receptor Edg-6,O95977,750,CHEMBL1334062,,,,,
CHEMBL3359,Formyl peptide receptor 1,P21462,743,,,,,,
CHEMBL3359,Formyl peptide receptor 1,P21462,743,CHEMBL6997,,,,,
CHEMBL3359,Formyl peptide receptor 1,P21462,743,CHEMBL1628710,,,,,
CHEMBL3359,Formyl peptide receptor 1,P21462,743,CHEMBL6450,,,,,
CHEMBL3359,Formyl peptide receptor 1,P21462,743,CHEMBL4082656,,,,,
CHEMBL3359,Formyl peptide receptor 1,P21462,743,CHEMBL1770298,,,,,
CHEMBL3359,Formyl peptide receptor 1,P21462,743,CHEMBL1563,,,,,
CHEMBL3359,Formyl peptide receptor 1,P21462,743,CHEMBL160,,,,,
CHEMBL2094118,Adrenergic receptor beta,P08588|P07550|P13945,741,,,,,,
CHEMBL2094118,Adrenergic receptor beta,P08588|P07550|P13945,741,CHEMBL541542,,,,,
CHEMBL2094118,Adrenergic receptor beta,P08588|P07550|P13945,741,CHEMBL53849,,,,,
CHEMBL2094118,Adrenergic receptor beta,P08588|P07550|P13945,741,CHEMBL421005,,,,,
CHEMBL2094118,Adrenergic receptor beta,P08588|P07550|P13945,741,CHEMBL30816,,,,,
CHEMBL2094118,Adrenergic receptor beta,P08588|P07550|P13945,741,CHEMBL112203,,,,,
CHEMBL2094118,Adrenergic receptor beta,P08588|P07550|P13945,741,CHEMBL1729,,,,,
CHEMBL2094118,Adrenergic receptor beta,P08588|P07550|P13945,741,CHEMBL723,,,,,
CHEMBL2094118,Adrenergic receptor beta,P08588|P07550|P13945,741,CHEMBL434,,,,,
CHEMBL2094118,Adrenergic receptor beta,P08588|P07550|P13945,741,CHEMBL715,,,,,
CHEMBL2094118,Adrenergic receptor beta,P08588|P07550|P13945,741,CHEMBL808,,,,,
CHEMBL2094118,Adrenergic receptor beta,P08588|P07550|P13945,741,CHEMBL6,,,,,
CHEMBL2094118,Adrenergic receptor beta,P08588|P07550|P13945,741,CHEMBL129,,,,,
CHEMBL2094118,Adrenergic receptor beta,P08588|P07550|P13945,741,CHEMBL803,,,,,
CHEMBL2094118,Adrenergic receptor beta,P08588|P07550|P13945,741,CHEMBL53463,,,,,
CHEMBL2373,C5a anaphylatoxin chemotactic receptor,P21730,718,,,,,,
CHEMBL2373,C5a anaphylatoxin chemotactic receptor,P21730,718,CHEMBL3646912,,,,,
CHEMBL2373,C5a anaphylatoxin chemotactic receptor,P21730,718,CHEMBL407439,,,,,
CHEMBL2373,C5a anaphylatoxin chemotactic receptor,P21730,718,CHEMBL3646928,,,,,
CHEMBL2373,C5a anaphylatoxin chemotactic receptor,P21730,718,CHEMBL481756,,,,,
CHEMBL2373,C5a anaphylatoxin chemotactic receptor,P21730,718,CHEMBL469535,,,,,
CHEMBL2373,C5a anaphylatoxin chemotactic receptor,P21730,718,CHEMBL460167,,,,,
CHEMBL2373,C5a anaphylatoxin chemotactic receptor,P21730,718,CHEMBL411265,,,,,
CHEMBL2373,C5a anaphylatoxin chemotactic receptor,P21730,718,CHEMBL3646902,,,,,
CHEMBL2373,C5a anaphylatoxin chemotactic receptor,P21730,718,CHEMBL3646968,,,,,
CHEMBL2373,C5a anaphylatoxin chemotactic receptor,P21730,718,CHEMBL291589,,,,,
CHEMBL2373,C5a anaphylatoxin chemotactic receptor,P21730,718,CHEMBL334290,,,,,
CHEMBL2373,C5a anaphylatoxin chemotactic receptor,P21730,718,CHEMBL3736020,,,,,
CHEMBL2373,C5a anaphylatoxin chemotactic receptor,P21730,718,CHEMBL3350739,,,,,
CHEMBL2373,C5a anaphylatoxin chemotactic receptor,P21730,718,CHEMBL514743,,,,,
CHEMBL2373,C5a anaphylatoxin chemotactic receptor,P21730,718,CHEMBL3736505,,,,,
CHEMBL2373,C5a anaphylatoxin chemotactic receptor,P21730,718,CHEMBL469527,,,,,
CHEMBL2373,C5a anaphylatoxin chemotactic receptor,P21730,718,CHEMBL262178,,,,,
CHEMBL2373,C5a anaphylatoxin chemotactic receptor,P21730,718,CHEMBL259769,,,,,
CHEMBL2373,C5a anaphylatoxin chemotactic receptor,P21730,718,CHEMBL471009,,,,,
